System,DF Activated,FountainType,FountainCount,Painted,Filter Installed,Position,Outdoor,GISPropNum,PropertyName,OMPPropID,SubPropertyName,ParkDistrict,Borough,AMPSID,AMPSClass,AMPSStatus,AMPSParentID,AMPSName,CommunityBoard,CouncilDistrict,Precinct,ZIPCode,x,y
X092-DF0229,Activated,G,1,true,false,"Under Tree, In Playground",true,X092,Van Cortlandt Park,X092-09,Southwest Plgd,X-13,X,100038629,DRINKFTN,I,X092-09,G-Van Cortlandt Park-Southwest Plgd,226,11,50,10471,1012370.25641147,262371.205622062
X092-DF0230,Activated,Bottle Filler High Low,3,false,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN02,Van Cortlandt Stadium,X-13,X,100038679,DRINKFTN,I,X092-ZN02,Bottle Filler High Low-Van Cortlandt Park-Van Cortlandt Stadium,226,11,50,10471,1012428.56928697,263007.792603477
X092-DF0231,Activated,Trough,1,false,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN03,Van Cortlandt Pool,X-13,X,100038601,DRINKFTN,I,X092-ZN03,Trough-Van Cortlandt Park HQ Comfort Station,226,11,50,10471,1012595.69001571,263767.443315148
X092-DF0232,Activated,A,1,true,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN04,"V. C. Mansion, Tennis Courts, Mem. Grove",X-13,X,100038630,DRINKFTN,I,X092-ZN04,"A-Van Cortlandt Park-V. C. Mansion, Tennis Courts, Mem. Grove",226,11,50,10471,1013823.48349188,263940.103402897
X092-DF0233,Activated,D,1,true,false,Under Tree,true,X092,Van Cortlandt Park,X092-ZN04,"V. C. Mansion, Tennis Courts, Mem. Grove",X-13,X,100038655,DRINKFTN,I,X092-ZN04,"D-Van Cortlandt Park-V. C. Mansion, Tennis Courts, Mem. Grove",226,11,50,10471,1013882.17956872,263936.53877747
X092-DF0234,Activated,A,1,true,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN04,"V. C. Mansion, Tennis Courts, Mem. Grove",X-13,X,100038627,DRINKFTN,I,X092-ZN04,"A-Van Cortlandt Park-V. C. Mansion, Tennis Courts, Mem. Grove",226,11,50,10471,1013942.80182281,263939.919020056
X092-DF0235,Activated,F High Low,2,true,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN05,Parade Ground South,X-13,X,100038671,DRINKFTN,I,X092-ZN05,F High Low-Van Cortlandt Park-Parade Ground South,226,11,50,10471,1012992.20234605,264913.383936643
X092-DF0236,Activated,C,1,false,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN06,Parade Ground North,X-13,X,100038624,DRINKFTN,I,X092-ZN06,C-Van Cortlandt Park-Parade Ground North,226,11,50,10471,1013233.26780881,266040.840015053
X092-DF0237,Activated,C,1,false,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN06,Parade Ground North,X-13,X,100038650,DRINKFTN,I,X092-ZN06,C-Van Cortlandt Park-Parade Ground North,226,11,50,10471,1013138.28341871,266127.148569479
X092-DF0238,Activated,C,1,false,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN06,Parade Ground North,X-13,X,100038598,DRINKFTN,I,X092-ZN06,C-Van Cortlandt Park-Parade Ground North,226,11,50,10471,1013221.76258246,266229.468246728
X092-DF0239,Activated,C,1,false,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN06,Parade Ground North,X-13,X,100038625,DRINKFTN,I,X092-ZN06,C-Van Cortlandt Park-Parade Ground North,226,11,50,10471,1013318.83981613,266144.235149472
X092-DF0255,Activated,E,1,true,false,"Under Tree, In Shade",true,X092,Van Cortlandt Park,X092-26,Sachkerah Woods Playground,X-13,X,100038782,DRINKFTN,I,X092-26,E-Van Cortlandt Park-Sachkerah Woods Playground,226,11,50,10471,1016975.46275222,261256.279046148
X092-DF0256,Activated,D,1,false,false,"Out in Open, Under Tree",true,X092,Van Cortlandt Park,X092-ZN12,Allen Shandler Rec Area,X-13,X,100038728,DRINKFTN,I,X092-ZN12,D-Van Cortlandt Park-Allen Shandler Rec Area,226,11,50,10471,1017086.3368743,263556.401086315
X092-DF0257,Activated,C,1,false,false,"Near Ballfield, Out in Open",true,X092,Van Cortlandt Park,X092-ZN12,Allen Shandler Rec Area,X-13,X,100038698,DRINKFTN,I,X092-ZN12,C-Van Cortlandt Park-Allen Shandler Rec Area,226,11,50,10471,1016543.04104489,264274.650634065
X092-DF0265,Activated,A,1,true,false,"Near Ballfield, Under Tree",true,X092,Van Cortlandt Park,X092-ZN08,Kelly Fields,X-13,X,100038855,DRINKFTN,I,X092-ZN08,A-Van Cortlandt Park-Kelly Fields,226,11,50,10471,1012997.56322772,269718.348736137
X092-DF0266,Activated,A,1,true,false,"Near Ballfield, Out in Open",true,X092,Van Cortlandt Park,X092-ZN08,Kelly Fields,X-13,X,100038820,DRINKFTN,I,X092-ZN08,A-Van Cortlandt Park-Kelly Fields,226,11,50,10471,1013174.10913446,270012.735614553
X092-DF0436,Activated,C,1,,false,In Shade,true,X092,Van Cortlandt Park,X092-05,Van Cortlandt Classic Plgd,X-13,X,100040342,DRINKFTN,I,X092-05,C-Van Cortlandt Park-Van Cortlandt Classic Plgd,226,11,50,10471,1014526.86823996,261762.649096399
X092-DF0451,Activated,C,1,,false,Near Ballfield,true,X092,Van Cortlandt Park,X092-ZN12,Allen Shandler Rec Area,X-13,X,100040473,DRINKFTN,I,X092-ZN12,C-Van Cortlandt Park-Allen Shandler Rec Area,226,11,50,10471,1016759.02224022,264789.569551721
X092-DF0452,UnderConstruction,A,1,true,false,Near Ballfield,true,X092,Van Cortlandt Park,X092-ZN11,Indian Memorial To Indian Field,X-13,X,100040501,DRINKFTN,I,X092-ZN11,A-Van Cortlandt Park-Indian Memorial To Indian Field,226,11,47,10470,1018170.40294763,265943.642702892
X092-DF0453,Activated,A,1,,false,In Shade,true,X092,Van Cortlandt Park,X092-ZN07,Stables Area,X-13,X,100040391,DRINKFTN,I,X092-ZN07,A-Van Cortlandt Park-Stables Area,226,11,50,10471,1013936.71751739,267527.637894481
X092-DF0454,Activated,C,1,,false,"Out in Open, Near Ballfield",true,X092,Van Cortlandt Park,X092-ZN18,Vault Hill,X-13,X,100040415,DRINKFTN,I,X092-ZN18,C-Van Cortlandt Park-Vault Hill,226,11,50,10471,1013790.09182639,265502.77941139
X092-DF0455,Activated,Pedestal High Low and Dog,3,false,false,Out in Open,true,X092,Van Cortlandt Park,X092-ZN06,Parade Ground North,X-13,X,100040417,DRINKFTN,I,X092-ZN06,Pedestal High Low and Dog-Van Cortlandt Park-Parade Ground North,226,11,50,10471,1013235.5453633,266706.416767895
X092-DF0479,Activated,A,1,,false,,true,X092,Van Cortlandt Park,X092-ZN12,Allen Shandler Rec Area,X-13,X,100040493,DRINKFTN,I,X092-ZN12,A-Van Cortlandt Park-Allen Shandler Rec Area,226,11,50,10471,1017095.36539955,263511.379850894
X092-DF0480,Activated,D,1,,false,,true,X092,Van Cortlandt Park,X092-ZN12,Allen Shandler Rec Area,X-13,X,100040494,DRINKFTN,I,X092-ZN12,D-Van Cortlandt Park-Allen Shandler Rec Area,226,11,50,10471,1017090.40248297,263544.922762811
X092-DF0483,NotYetActivated,G,1,,false,,true,X092,Van Cortlandt Park,X092,,X-13,X,100043506,DRINKFTN,I,X092,G-Van Cortlandt Park,226,11,50,10471,1013032.69570338,263597.537815064
X092-DF0484,NotYetActivated,CS Metal,1,,true,,true,X092,Van Cortlandt Park,X092,,X-13,X,100043505,DRINKFTN,I,X092-ZN03,CS Metal-Van Cortlandt Park-Van Cortlandt Pool,226,11,50,10471,1012869.73572747,263556.450298815
X092-DF0485,NotYetActivated,Other,1,,false,,true,X092,Van Cortlandt Park,X092,,X-13,X,100043486,DRINKFTN,I,X092,Other-Van Cortlandt Park,226,11,50,10471,1012851.07237897,263660.593463227
X092-DF0499,Activated,C,1,,false,,true,X092,Van Cortlandt Park,X092-ZN05,Parade Ground South,X-13,X,100043516,DRINKFTN,I,X092-ZN05,C-Van Cortlandt Park-Parade Ground South,226,11,50,10471,1014412.87273305,264459.580054223
X092-DF0506,NotYetActivated,CS Metal,1,,true,Out_in_Open,true,X092,Van Cortlandt Park,X092,,X-13,X,100043510,DRINKFTN,I,X092,CS Metal-Van Cortlandt Park,226,11,50,10471,1012935.49937547,263682.411332979
X092-DF0543,Activated,Indoor Drinking Fountain,1,,true,Indoor,false,X092,Van Cortlandt Park,X092,,X-13,X,100043668,DRINKFTN,I,X092-ZN03-BLG0965,Indoor Drinking Fountain-Van Cortlandt Park-Pool Building,226,11,50,10471,1012777.84975639,263625.196224316
X092-DF0544,Activated,Indoor Drinking Fountain,1,,true,Indoor,false,X092,Van Cortlandt Park,X092,,X-13,X,100043618,DRINKFTN,I,X092-ZN03-BLG0969,Indoor Drinking Fountain-Van Cortlandt Park-MENS LOCKER,226,11,50,10471,1012862.55332714,263719.63829264
X092-DF0554,Activated,Water Cooler,1,,false,Indoor,false,X092,Van Cortlandt Park,X092-ZN04,"V. C. Mansion, Tennis Courts, Mem. Grove",X-13,X,100043521,DRINKFTN,I,X092-ZN04-BLG0963,Water Cooler-Van Cortlandt Park-Van Cortlandt Nature Center,226,11,50,10471,1013575.60767529,263947.667692229
X092-DF0556,Activated,Indoor Drinking Fountain,1,,false,Indoor,false,X092,Van Cortlandt Park,X092-ZN07,Stables Area,X-13,X,100043487,DRINKFTN,I,X092-ZN07-BLG0952,Indoor Drinking Fountain-Van Cortlandt Park-VC GARAGE,226,11,50,10471,1013340.23445838,268474.724911063
X092-DF0557,Activated,Bottle Filler Fountain,2,,false,Indoor,false,X092,Van Cortlandt Park,X092-ZN21,NE Forest,X-13,X,100043621,DRINKFTN,I,X092-ZN21-BLG0958,Bottle Filler Fountain-Van Cortlandt Park-NE Forest-Building,226,11,47,10470,1019433.99031546,268455.784988313
X092-DF0587,Activated,Slop Sink,1,,false,Indoor,false,X092,Van Cortlandt Park,X092-ZN07,Stables Area,X-13,X,100043509,DRINKFTN,I,X092-ZN07-BLG0952,Slop Sink-Van Cortlandt Park-VC GARAGE,226,11,50,10471,1013340.05040363,268473.986395478
X093-DF0246,Activated,F High Low,2,true,false,Under Tree,true,X093,Van Nest Park,X093,,X-11,X,100038707,DRINKFTN,I,X093,F High Low-Van Nest Park,211,13,49,10462,1021366.61013789,246639.773174226
X094-DF0378,Broken,C,1,true,false,Out in Open,true,X094,Bridge Park,X094,,X-05,X,100039402,DRINKFTN,I,X094,C-Bridge Park,205,16,46,10453,1004964.66164264,248552.152551561
X094-DF0379,Broken,C,1,false,false,Out in Open,true,X094,Bridge Park,X094,,X-05,X,100039424,DRINKFTN,I,X094,C-Bridge Park,205,16,46,10453,1004709.81569564,248138.828575059
X094-DF0380,Broken,C,1,false,false,Out in Open,true,X094,Bridge Park,X094,,X-05,X,100039446,DRINKFTN,I,X094,C-Bridge Park,204,16,44,10452,1004286.48419322,247407.799197226
X095-DF0559,Activated,Indoor Drinking Fountain,1,,false,Indoor,false,X095,Williamsbridge Square,X095,,X-14,X,100043666,DRINKFTN,I,X095-BLG5487,Indoor Drinking Fountain-Null,212,12,47,10467,1021116.08504839,258873.729677394
X102-DF0389,Activated,E High Low,2,false,true,"Under Tree, Out in Open, In Playground",true,X102,Ciccarone Park,X102,,X-06,X,100039401,DRINKFTN,I,X102,E High Low-Ciccarone Park,206,15,48,10458,1015626.00974246,251172.945866391
X102-DF0390,Activated,E,1,false,true,"Out in Open, In Playground",true,X102,Ciccarone Park,X102,,X-06,X,100039437,DRINKFTN,I,X102,E-Ciccarone Park,206,15,48,10458,1015590.82280497,251138.088324561
X103-DF0179,Activated,B,1,true,false,"Out in Open, In Playground",true,X103,People's Park,X103,,X-01,X,100038240,DRINKFTN,I,X103,B-People's Park,201,8,40,10454,1007219.05083464,234186.323015555
X103-DF0180,Activated,C,1,true,false,"Out in Open, Near Ballfield",true,X103,People's Park,X103,,X-01,X,100038215,DRINKFTN,I,X103,C-People's Park,201,8,40,10454,1007241.5376663,234149.341462224
X118-DF0148,Activated,A,1,false,false,Near Ballfield,true,X118,Soundview Park,X118-ZN04,Soundview Park Zone 4,X-09,X,100038189,DRINKFTN,I,X118-ZN04,A-Soundview Park-Soundview Park Zone 4,209,18,43,10473,1018197.35761813,237505.361981138
X104-DF0119,Activated,E High Low,2,true,false,In Playground,true,X104,Williamsbridge Oval,X104-01,Plgd w/ Mini Pool & Courts,X-07,X,100038175,DRINKFTN,I,X104-01,E High Low-Williamsbridge Oval-Plgd w/ Mini Pool & Courts,207,11,52,10467,1018008.88653838,258667.57818681
X104-DF0120,Activated,Pedestal High Low and Dog,3,false,false,Out in Open,true,X104,Williamsbridge Oval,X104,,X-07,X,100038117,DRINKFTN,I,X104,Pedestal High Low and Dog-Williamsbridge Oval,207,11,52,10467,1018560.07178771,259187.914416477
X104-DF0121,Activated,C,1,false,false,Out in Open,true,X104,Williamsbridge Oval,X104,,X-07,X,100038144,DRINKFTN,I,X104,C-Williamsbridge Oval,207,11,52,10467,1018498.89179196,259448.168817222
X104-DF0124,Activated,C,1,false,false,"Under Tree, In Playground",true,X104,Williamsbridge Oval,X104-03,Williamsbridge Oval,X-07,X,100038128,DRINKFTN,I,X104-03,C-Williamsbridge Oval-Williamsbridge Oval,207,11,52,10467,1018268.12945821,259395.651533812
X104-DF0133,Activated,C,1,false,false,"Just Outside Playground, Under Tree",true,X104,Williamsbridge Oval,X104,,X-07,X,100038162,DRINKFTN,I,X104,C-Williamsbridge Oval,207,11,52,10467,1017997.21562996,259069.841161817
X104-DF0134,Activated,C,1,false,false,"Just Outside Playground, Under Tree",true,X104,Williamsbridge Oval,X104,,X-07,X,100038185,DRINKFTN,I,X104,C-Williamsbridge Oval,207,11,52,10467,1018118.68290671,259197.276930555
X104-DF0136,Activated,A,1,true,true,"Just Outside Playground, Under Tree",true,X104,Williamsbridge Oval,X104,,X-07,X,100038149,DRINKFTN,I,X104,A-Williamsbridge Oval,207,11,52,10467,1017846.98988054,259081.295863315
X104-DF0138,Activated,E High Low,2,true,true,"In Playground, Out in Open",true,X104,Williamsbridge Oval,X104-02,Williamsbridge Oval,X-07,X,100038116,DRINKFTN,I,X104-02,E High Low-Williamsbridge Oval-Williamsbridge Oval,207,11,52,10467,1017833.45972388,258873.912747889
X104-DF0560,Activated,Indoor Drinking Fountain,1,,false,Indoor,false,X104,Williamsbridge Oval,X104,,X-07,X,100043531,DRINKFTN,I,X104-BLG0854,Indoor Drinking Fountain-Williamsbridge Oval-Recreation Center,207,11,52,10467,1017830.68446697,258690.725122138
X104-DF0561,Activated,Indoor Drinking Fountain,1,,false,Indoor,false,X104,Williamsbridge Oval,X104,,X-07,X,100043507,DRINKFTN,I,X104-BLG0854,Indoor Drinking Fountain-Williamsbridge Oval-Recreation Center,207,11,52,10467,1017830.68446697,258690.725122138
X104-DF0562,Activated,Indoor Drinking Fountain,1,,false,Indoor,false,X104,Williamsbridge Oval,X104,,X-07,X,100043555,DRINKFTN,I,X104-BLG0854,Indoor Drinking Fountain-Williamsbridge Oval-Recreation Center,207,11,52,10467,1017830.68446697,258690.725122138
X107-DF0016,Activated,C,1,true,false,Under Tree,true,X107,Hawkins Park,X107,,X-15,X,100037647,DRINKFTN,I,X107,C-Hawkins Park,210,13,45,10464,1043313.73258213,247790.870281472
X108-DF0463,Activated,D,1,,false,,true,X108,Belmont Playground,X108,,X-06,X,100040469,DRINKFTN,I,X108,D-Belmont Playground,206,15,48,10457,1015367.53683422,249179.053528726
X108-DF0464,Activated,C,1,,false,,true,X108,Belmont Playground,X108,,X-06,X,100040503,DRINKFTN,I,X108,C-Belmont Playground,206,15,48,10457,1015351.14480663,248999.632627725
X108-DF0465,Activated,D,1,,false,,true,X108,Belmont Playground,X108,,X-06,X,100040411,DRINKFTN,I,X108,D-Belmont Playground,206,15,48,10457,1015440.45860438,248946.074007809
X108-DF0466,Activated,C,1,,false,,true,X108,Belmont Playground,X108,,X-06,X,100040405,DRINKFTN,I,X108,C-Belmont Playground,206,15,48,10457,1015232.19196055,248995.897727057
X111-DF0381,Activated,D,1,false,false,"Under Tree, In Playground",true,X111,Cedar Playground,X111,,X-05,X,100039398,DRINKFTN,I,X111,D-Cedar Playground,205,16,46,10453,1007093.03599479,250891.206600472
X111-DF0382,Activated,E High Low,2,false,false,Under Tree,true,X111,Cedar Playground,X111,,X-05,X,100039456,DRINKFTN,I,X111,E High Low-Cedar Playground,205,16,46,10453,1006951.47427006,250723.641318812
X111-DF0462,Activated,B,1,false,false,Under Tree,true,X111,Cedar Playground,X111,,X-05,X,100040439,DRINKFTN,I,X111,B-Cedar Playground,205,16,46,10453,1007186.94099071,250715.343435138
X112-DF0287,Activated,CS Metal,1,false,false,Just Outside Playground,true,X112,Hilton White Playground,X112,,X-03,X,100038986,DRINKFTN,I,X112,CS Metal-Hilton White Playground,203,17,42,10456,1009864.37822113,239070.381816983
X113-DF0345,Activated,Bottle Filler High Low,3,false,false,In Shade,true,X113,Hunts Point Playground,X113,,X-02,X,100039122,DRINKFTN,I,X113,Bottle Filler High Low-Hunts Point Playground,202,17,41,10474,1015793.24333189,235901.052525728
X113-DF0486,Activated,CS Metal,1,,false,,true,X113,Hunts Point Playground,X113,,X-02,X,100043561,DRINKFTN,I,X113,CS Metal-Hunts Point Playground,202,17,41,10474,1015832.93485355,235943.97304356
X113-DF0487,Activated,CS Metal,1,,false,,true,X113,Hunts Point Playground,X113,,X-02,X,100043559,DRINKFTN,I,X113,CS Metal-Hunts Point Playground,202,17,41,10474,1015828.47390447,235948.774543136
X113-DF0583,Activated,E High Low,2,,false,Near Entrance,true,X113,Hunts Point Playground,X113,,X-02,X,100043541,DRINKFTN,I,X113,E High Low-Hunts Point Playground,202,17,41,10474,1015743.83890314,235911.33892247
X114-DF0397,Activated,A,1,,false,"Out in Open, In Playground",true,X114,Goble Playground,X114,,X-04,X,100039450,DRINKFTN,I,X114,A-Goble Playground,204,14,44,10452,1007131.00704747,246676.210765391
X115-DF0208,Activated,C,1,false,false,"Under Tree, In Shade, In Playground",true,X115,Mott Playground,X115,,X-04,X,100038369,DRINKFTN,I,X115,C-Mott Playground,204,16,44,10456,1007810.28849729,242153.170270815
X116-DF0211,Activated,A,1,true,true,In Playground,true,X116,Rev J Polite Playground,X116,,X-02,X,100038357,DRINKFTN,I,X116,A-Rev J Polite Playground,202,17,41,10459,1012554.06378664,240507.378614887
X116-DF0215,Activated,D,1,false,false,Near Ballfield,true,X116,Rev J Polite Playground,X116,,X-02,X,100038384,DRINKFTN,I,X116,D-Rev J Polite Playground,202,17,41,10459,1012861.08056105,240713.976298809
X118-DF0146,Activated,Trough High Low,2,false,false,Near Ballfield,true,X118,Soundview Park,X118-ZN04,Soundview Park Zone 4,X-09,X,100038123,DRINKFTN,I,X118-ZN04,Trough High Low-Soundview Park-Soundview Park Zone 4,209,18,43,10473,1018066.05407497,237657.661217227
X118-DF0147,Activated,C,1,false,true,"In Shade, Near Ballfield",true,X118,Soundview Park,X118-ZN04,Soundview Park Zone 4,X-09,X,100038170,DRINKFTN,I,X118-ZN04,C-Soundview Park-Soundview Park Zone 4,209,18,43,10473,1017992.5575028,237731.279836386
X118-DF0149,Activated,A,1,false,false,Just Outside Playground,true,X118,Soundview Park,X118-01,Soundview Park,X-09,X,100038154,DRINKFTN,I,X118-01,A-Soundview Park-Soundview Park,209,18,43,10473,1019245.72100697,237857.506289973
X118-DF0414,Activated,Trough High Low,2,false,false,Near Ballfield,true,X118,Soundview Park,X118-ZN03,Soundview Park Zone 3,X-09,X,100039629,DRINKFTN,I,X118-ZN03,Trough High Low-Soundview Park-Soundview Park Zone 3,209,18,43,10473,1019614.18286846,237313.860723733
X118-DF0415,Activated,Trough High Low,2,false,false,Near Ballfield,true,X118,Soundview Park,X118-ZN03,Soundview Park Zone 3,X-09,X,100039654,DRINKFTN,I,X118-ZN03,Trough High Low-Soundview Park-Soundview Park Zone 3,209,18,43,10473,1019630.71203488,237179.570966064
X118-DF0416,Activated,Trough High Low,2,false,false,Just Outside Playground,true,X118,Soundview Park,X118-02,Soundview Park,X-09,X,100039626,DRINKFTN,I,X118-02,Trough High Low-Soundview Park-Soundview Park,209,18,43,10473,1020113.3898753,237324.012278229
X118-DF0417,Activated,Trough High Low,2,false,true,In Playground,true,X118,Soundview Park,X118-02,Soundview Park,X-09,X,100039651,DRINKFTN,I,X118-02,Trough High Low-Soundview Park-Soundview Park,209,18,43,10473,1020114.36953213,237520.638525396
X118-DF0418,Activated,A,1,false,false,Near Ballfield,true,X118,Soundview Park,X118-ZN04,Soundview Park Zone 4,X-09,X,100039648,DRINKFTN,I,X118-ZN04,A-Soundview Park-Soundview Park Zone 4,209,18,43,10473,1017996.25828281,237084.019976064
X118-DF0419,Activated,A,1,false,false,Near Ballfield,true,X118,Soundview Park,X118-ZN04,Soundview Park Zone 4,X-09,X,100039671,DRINKFTN,I,X118-ZN04,A-Soundview Park-Soundview Park Zone 4,209,18,43,10473,1017793.0126263,237165.951898813
X118-DF0500,Activated,Trough,1,,false,,true,X118,Soundview Park,X118-02,Soundview Park,X-09,X,100043539,DRINKFTN,I,X118-02,Trough-Soundview Park-Soundview Park,209,18,43,10473,1020073.82236914,237630.647163644
X118-DF0572,Activated,Indoor Drinking Fountain,1,,false,Indoor,false,X118,Soundview Park,X118-ZN04,Soundview Park Zone 4,X-09,X,100043549,DRINKFTN,I,X118-ZN04-BLG0001,Indoor Drinking Fountain-Soundview Park-Soundview Field House,209,18,43,10473,1017933.46772597,237712.067604482
X119-DF0305,Activated,A,1,true,false,"Out in Open, In Playground",true,X119,Alexander's Alley,X119,,X-01,X,100039070,DRINKFTN,I,X119,A-Alexander's Alley,201,8,40,10454,1005510.29440963,234953.774892732
X120-DF0459,Activated,E,1,false,false,Under Tree,true,X120,Highbridge Park,X120,,X-04,X,100040416,DRINKFTN,I,X120,E-Highbridge Park,204,16,44,10452,1004606.56688638,246084.067592725
X121-DF0201,Activated,CS Metal,1,false,false,"In Playground, Out in Open",true,X121,Bufano Park,X121,,X-10,X,100038298,DRINKFTN,I,X121,CS Metal-Bufano Park,210,13,45,10461,1030999.65353579,244624.995051562
X122-DF0194,Activated,F High Low,2,,false,Out in Open,true,X122,Colucci Playground,X122,,X-10,X,100038287,DRINKFTN,I,X122,F High Low-Colucci Playground,210,13,45,10461,1030020.89532272,249825.310438305
X122-DF0195,Activated,A,1,false,false,"Under Tree, In Playground",true,X122,Colucci Playground,X122,,X-10,X,100038277,DRINKFTN,I,X122,A-Colucci Playground,210,13,45,10461,1029844.96030713,249798.555570557
X122-DF0196,Activated,A,1,false,true,"Under Tree, Near Ballfield",true,X122,Colucci Playground,X122,,X-10,X,100038257,DRINKFTN,I,X122,A-Colucci Playground,210,13,45,10461,1029990.43770647,249925.921785637
X123-DF0127,Activated,CS Metal,1,false,true,"In Playground, In Shade, Near Ballfield",true,X123,Noble Playground,X123,,X-09,X,100038151,DRINKFTN,I,X123,CS Metal-Noble Playground,209,18,43,10460,1019710.55898804,244195.399125978
X123-DF0128,Activated,A,1,true,false,"In Playground, Under Tree",true,X123,Noble Playground,X123,,X-09,X,100038096,DRINKFTN,I,X123,A-Noble Playground,209,18,43,10460,1019730.49562796,244149.851972982
X123-DF0129,Activated,A,1,true,true,"Under Tree, In Playground, Near Ballfield",true,X123,Noble Playground,X123,,X-09,X,100038119,DRINKFTN,I,X123,A-Noble Playground,209,18,43,10460,1019526.40548497,244195.207197234
X123-DF0130,Activated,C,1,false,false,Near Ballfield,true,X123,Noble Playground,X123,,X-09,X,100038147,DRINKFTN,I,X123,C-Noble Playground,209,18,43,10460,1019736.80762322,244480.649539724
X124-DF0165,Activated,B,1,true,true,"In Playground, Under Tree",true,X124,Watson Gleason Playground,X124,,X-09,X,100038224,DRINKFTN,I,X124,B-Watson Gleason Playground,209,18,43,10472,1020504.77295079,241358.770612895
X124-DF0167,Activated,C,1,false,false,"Near Ballfield, In Playground",true,X124,Watson Gleason Playground,X124,,X-09,X,100038234,DRINKFTN,I,X124,C-Watson Gleason Playground,209,18,43,10472,1020505.29165054,241038.464494973
X124-DF0168,Activated,A,1,false,false,"Under Tree, Near Ballfield, In Playground",true,X124,Watson Gleason Playground,X124,,X-09,X,100038227,DRINKFTN,I,X124,A-Watson Gleason Playground,209,18,43,10472,1020564.8181063,240895.726263389
X126-DF0028,Activated,C,1,false,false,Out in Open,true,X126,Ferry Point Park,X126-ZN01,Ferry Point Park Zone 1,X-10,X,100037624,DRINKFTN,I,X126-ZN01,C-Ferry Point Park-Ferry Point Park Zone 1,210,13,45,10465,1029103.54774796,236274.19744873
X126-DF0029,Activated,A,1,false,false,"Out in Open, Near Ballfield",true,X126,Ferry Point Park,X126-ZN02,Ferry Point Park Zone 2,X-10,X,100037623,DRINKFTN,I,X126-ZN02,A-Ferry Point Park-Ferry Point Park Zone 2,210,13,45,10465,1029186.9347203,234598.82711181
X126-DF0030,Activated,C,1,false,false,Out in Open,true,X126,Ferry Point Park,X126-ZN02,Ferry Point Park Zone 2,X-10,X,100037607,DRINKFTN,I,X126-ZN02,C-Ferry Point Park-Ferry Point Park Zone 2,210,13,45,10465,1028773.0064143,235034.913181886
X126-DF0197,Activated,D,1,false,false,"Near Ballfield, Out in Open",true,X126,Ferry Point Park,X126-ZN04,Ferry Point Park Zone 4,X-10,X,100038268,DRINKFTN,I,X126-ZN04,D-Ferry Point Park-Ferry Point Park Zone 4,210,13,45,10465,1032227.87384839,238601.168516561
X126-DF0198,Activated,D,1,false,false,"Near Ballfield, Out in Open",true,X126,Ferry Point Park,X126-ZN04,Ferry Point Park Zone 4,X-10,X,100038300,DRINKFTN,I,X126-ZN04,D-Ferry Point Park-Ferry Point Park Zone 4,210,13,45,10465,1032411.52964904,238314.159248054
X126-DF0438,Activated,CS Metal,2,,false,Just Outside Playground,true,X126,Ferry Point Park,X126-ZN04,Ferry Point Park Zone 4,X-10,X,100040337,DRINKFTN,I,X126-ZN04,CS Metal-Ferry Point Park-Ferry Point Park Zone 4,210,13,45,10465,1032336.82376171,238117.047109469
X168-DF0192,Activated,D,1,false,false,"Out in Open, In Playground",true,X168,Nelson Playground,X168,,X-04,X,100038285,DRINKFTN,I,X168,D-Nelson Playground,204,8,44,10452,1004569.78972896,243489.688267067
X126-DF0488,Activated,CS Metal,1,,false,,true,X126,Ferry Point Park,X126-ZN02,Ferry Point Park Zone 2,X-10,X,100043535,DRINKFTN,I,X126-ZN02,CS Metal-Ferry Point Park-Ferry Point Park Zone 2,210,13,45,10465,1028962.46502488,235116.206654474
X126-DF0489,Activated,CS Metal,1,,true,,true,X126,Ferry Point Park,X126-ZN02,Ferry Point Park Zone 2,X-10,X,100042345,DRINKFTN,I,X126-ZN02,CS Metal-Ferry Point Park-Ferry Point Park Zone 2,210,13,45,10465,1028921.69279672,235182.142874315
X131-DF0457,Activated,CS Metal,1,false,true,In Playground,true,X131,Lozada Playground,X131,,X-01,X,100040394,DRINKFTN,I,X131,CS Metal-Lozada Playground,201,8,40,10454,1005001.96012447,233581.855720564
X131-DF0458,Activated,C,1,false,false,Out in Open,true,X131,Lozada Playground,X131,,X-01,X,100040418,DRINKFTN,I,X131,C-Lozada Playground,201,8,40,10454,1004972.07862254,233565.57589747
X136-DF0152,Activated,CS Metal,1,false,true,"In Shade, Just Outside Playground",true,X136,Harris Park,X136-01,Harris Playground,X-07,X,100038103,DRINKFTN,I,X136-01,CS Metal-Harris Park-Harris Playground,207,11,52,10468,1013960.47731238,258170.108381226
X136-DF0154,Activated,D,1,false,false,"Near Ballfield, Out in Open",true,X136,Harris Park,X136,,X-07,X,100038126,DRINKFTN,I,X136,D-Harris Park,207,11,52,10468,1014179.60777963,258074.257851138
